"collision_date","day","year","mo","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","co2","wind","so2","pressure","season","visib_7day_ma","wdsp_7day_ma","co2_7day_ma","so2_7day_ma","pressure_7day_ma","temp_7day_ma","wind_7day_ma","visib_30day_ma","wdsp_30day_ma","co2_30day_ma","so2_30day_ma","pressure_30day_ma","temp_30day_ma","wind_30day_ma","temp_visib_interaction","wdsp_visib_interaction","prcp_temp_interaction","temp_season_interaction","wdsp_wind_interaction"
2012-08-10,5,2012,8,75.3,71.3,1011.6,7.6,5.4,20,23.9,79,66.2,0,1,617,12.0875,88.13125,0.38541675,808.3310606,2,8.01428571428571,3.67142857142857,13.5847618571429,1.05510757142857,813.209314028571,77.1142857142857,94.2526786428571,8.56666666666667,3.63666666666667,14.9928473833333,1.258820525,940.832999973333,76.35,92.8590112916666,572.28,41.04,0,150.6,475.90875
2012-08-11,6,2012,8,77.7,71.5,1010.2,7.8,6.9,16.9,28,87.1,71.1,1.1,0,507,12.6069443333333,90.9145832500001,0.72395825,809.25,2,8.31428571428571,4.07142857142857,13.649742047619,0.933827821428571,811.890266428572,77.0857142857143,94.9294643214286,8.49333333333333,3.79,14.8411344277778,1.234133025,934.058555533333,76.36,92.7507126833333,606.06,53.82,85.47,155.4,627.310624425
2012-08-12,7,2012,8,77.8,65.4,1012.5,8.7,5.7,22,29.9,84.9,69.8,0.62,0,505,9.736111,129.05625,1.24166675,811.0416666,2,8.72857142857143,4.01428571428571,13.9388293333333,1.03353021428571,811.254552171429,77.0428571428571,99.4046131071429,8.45333333333333,3.88,14.4056020277778,1.2015983,927.34216664,76.3233333333333,93.8119974,676.86,49.59,48.236,155.6,735.620625
2012-08-13,1,2012,8,76.3,61.2,1014.6,9.2,4.3,13,29.9,86,69.1,0.05,0,504,13.2149156666667,145.36875,1.353125,812.6300726,2,8.77142857142857,3.84285714285714,14.1585196428571,1.07876832142857,811.177462971429,76.9,98.9625,8.42666666666667,3.90666666666667,14.3479047666667,1.19569551666667,920.683724613333,76.25,94.5145668333333,701.96,39.56,3.815,152.6,625.085625
2012-08-14,2,2012,8,76,62.6,1014,9.6,2.3,9.9,29.9,81,69.1,0,0,520,22.595139,85.7510417499999,1.88112383333333,811.6,2,8.71428571428571,4,14.9274680714286,1.19426344047619,810.936624457143,77.0142857142857,100.8918155,8.44333333333333,3.89,14.67308995,1.20447603611111,914.14201408,76.1266666666667,93.8817543333333,729.6,22.08,0,152,197.227396025
2012-08-15,3,2012,8,73.6,68.9,1011.5,6.5,3.5,9.9,29.9,81,66.2,0.01,1,602,20.1943183333333,74.733333,0.809027833333334,809.6,2,8.38571428571428,4.34285714285714,14.9546921190476,1.1004638452381,810.524719685714,76.4142857142857,100.511011857143,8.35333333333333,3.87333333333333,14.9142350944444,1.18679085555556,907.757620133333,75.9466666666667,91.4800529416666,478.4,22.75,0.736,147.2,261.5666655
2012-08-16,4,2012,8,74,64.3,1011.9,6.7,3.1,13,15,84.9,66,0.15,1,613,20.201389,140.2375,1.2131945,810.3083332,2,8.01428571428571,4.45714285714286,15.8051881904762,1.08678755952381,810.394447571429,75.8142857142857,107.741815428571,8.26333333333333,3.86,14.9945591777778,1.16167511388889,901.4592868,75.5933333333333,91.998698775,495.8,20.77,11.1,148,434.73625
2012-08-17,5,2012,8,77.9,60.7,1010.6,9.5,3.3,15,17.1,88,69.1,0,0,574,25.0083333333333,99.984375,2.0194445,809.058333200001,2,8.28571428571429,4.15714285714286,17.6510215238095,1.3202200952381,810.498343657143,76.1857142857143,109.435119,8.34,3.84666666666667,15.0211161888889,1.14549786388889,895.099766586667,75.3466666666667,91.695504325,740.05,31.35,0,155.8,329.9484375
2012-08-18,6,2012,8,69.8,63.7,1011.3,8.4,4.1,9.9,17.1,78.1,62.6,0.01,0,540,10.6166666666667,103.34583325,0.665972166666666,810.3250002,2,8.37142857142857,3.75714285714286,17.3666961428571,1.31193636904762,810.651915114286,75.0571428571428,111.211011857143,8.37,3.87,14.9002828611111,1.13096082777778,888.63448882,75.23,93.182382475,586.32,34.44,0.698,139.6,423.717916325
2012-08-19,7,2012,8,68.7,55,1014.2,10,1.3,12,17.1,75,62.1,0.23,0,467,15.5708333333333,79.7281250000001,1.1354165,812.2416666,2,8.55714285714286,3.12857142857143,18.2002279047619,1.29675776190476,810.823343685714,73.7571428571429,104.164136857143,8.45666666666667,3.69666666666667,15.0451439722222,1.15460666111111,882.1558777,75.28,94.7297783,687,13,15.801,137.4,103.6465625
2012-08-20,1,2012,8,71.4,56.7,1012.5,10,0.8,9.9,17.1,78.1,64,0,0,473,19.465278,71.08333325,1.50184166666667,810.675,2,8.67142857142857,2.62857142857143,19.0931368095238,1.318003,810.5440476,73.0571428571428,93.5519344642857,8.46333333333333,3.58666666666667,15.3959310222222,1.18227221666667,875.534766593333,75.39,95.2080421916666,714,8,0,142.8,56.8666666
2012-08-21,2,2012,8,72.8,57.2,1015.5,10,2.5,12,17.1,81,60.8,0,0,482,16.1111113333333,118.29375,1.02083333333333,814.2189394,2,8.72857142857143,2.65714285714286,18.1668471428571,1.19510435714286,810.9181818,72.6,98.2008927857143,8.46333333333333,3.60333333333333,15.5129680666667,1.17133471111111,868.97150902,75.4,96.1589449666667,728,25,0,145.6,295.734375
2012-08-22,3,2012,8,73.8,60.3,1019.6,9.8,1.7,8,17.1,80.1,61,0,0,504,22.8236113333333,86.63958325,1.57882383333333,817.200000199999,2,9.2,2.4,18.5424604285714,1.30507521428571,812.003896114286,72.6285714285714,99.9017856785714,8.49333333333333,3.56,15.5979773277778,1.16053380555556,862.69085246,75.3266666666667,95.7340838583333,723.24,16.66,0,147.6,147.287291525
2012-08-23,4,2012,8,74.7,61.7,1020.4,8.9,2,8.9,17.1,84,62.6,0,0,574,23.6069443333333,91.3354167500001,1.79513883333333,817.6333334,2,9.51428571428571,2.24285714285714,19.0289683333333,1.38821011904762,813.050324714286,72.7285714285714,92.9157737857143,8.52,3.42666666666667,15.9241810222222,1.162489825,856.780019133333,75.14,94.117139425,664.83,17.8,0,149.4,182.6708335
2012-08-24,5,2012,8,77.3,60.9,1020.7,9.3,2,7,17.1,87.1,66,0,0,601,21.198611,71.03125,1.5381945,818.0666666,2,9.48571428571429,2.05714285714286,18.4847222857143,1.31946011904762,814.337229485714,72.6428571428571,88.7796130714286,8.49666666666667,3.35333333333333,16.2065652722222,1.18088103333333,850.693630246667,75.1666666666667,91.9433199833333,718.89,18.6,0,154.6,142.0625
2012-08-25,6,2012,8,75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,1,474,16.2930553333333,45.00729175,0.873611166666666,820.699999799999,2,9.32857142857143,1.92857142857143,19.2956349523809,1.34912283333333,815.819372285714,73.4857142857143,80.4455357142857,8.44333333333333,3.31666666666667,16.1045976833333,1.14520973888889,844.8302969,75.09,89.5345121166667,552.61,23.36,0.757,151.4,144.0233336
2012-08-26,7,2012,8,73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,0,471,7.37777766666667,47.42395825,0.46875,821.3916668,2,9.32857142857143,2.4,18.1251984285714,1.25388476190476,817.126515171429,74.2285714285714,75.83065475,8.47333333333333,3.32333333333333,15.8248291555556,1.11385557222222,838.93057468,75,86.8766996083333,739,46,0,147.8,218.15020795
2012-08-27,1,2012,8,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,1,548,14.78125,75.0749999999999,0.619841333333334,816.2916664,2,9.12857142857143,2.67142857142857,17.4560515714286,1.12788471428571,817.928896085714,74.3,76.4008928571429,8.52666666666667,3.28333333333333,16.0467735888889,1.12389195,832.699741333333,74.88,88.3917690583333,618.34,23.22,0.719,143.8,202.7025
2012-08-28,2,2012,8,77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,0,587,12.9958336666667,139.815625,0.694509166666667,809.6583334,2,8.98571428571429,3.17142857142857,17.0110119047619,1.08126697619048,817.277380942857,75.0285714285714,79.4754464285714,8.51333333333333,3.37666666666667,16.2039263777778,1.13152142222222,826.150852446667,75.0866666666667,92.003609325,701.1,54,58.425,155.8,838.893749999999
2012-08-29,3,2012,8,73.3,53.2,1014,10,4.7,15,21,79,64.4,0.01,0,550,12.9190476666667,117.39687475,0.806549833333333,812.7916668,2,9.01428571428571,3.6,15.5960742380952,0.970942119047619,816.647619028571,74.9571428571429,83.8693452142857,8.51333333333333,3.46,16.3484057,1.143461975,819.584463566667,75.0933333333333,93.7874073916666,733,47,0.733,146.6,551.765311325
2012-08-30,4,2012,8,72,49.4,1017.6,10,2.5,15.9,20,82,57.2,0,0,618,22.148611,120.3885415,1.625,815.3833332,2,9.17142857142857,3.67142857142857,15.3877409047619,0.946636571428572,816.326190428571,74.5714285714286,88.0197916071428,8.51333333333333,3.41666666666667,16.7194010666667,1.180649475,813.212973666667,75.0466666666667,96.1318518333333,720,25,0,144,300.97135375
2012-08-31,5,2012,8,78.7,56.1,1016.3,9.9,3.9,20,27,90,68,0,0,701,23.3888886666667,117.78958325,3.60208333333333,813.2166666,2,9.25714285714286,3.94285714285714,15.7006377142857,1.24147783333333,815.633333285714,74.7714285714286,94.6995535,8.58333333333333,3.46333333333333,16.7650029055556,1.26762864444444,813.32075144,75.2633333333333,97.1294791416666,779.13,38.61,0,157.4,459.379374675
2012-09-01,6,2012,9,81.6,61.3,1014.6,9.9,4.7,16.9,22.9,90,62.6,0,0,515,11.4236113333333,106.04375,1.83958333333333,813.4166666,3,9.62857142857143,4.15714285714286,15.0050028571429,1.37947385714286,814.592857114286,75.6142857142857,103.419047535714,8.70666666666667,3.53,16.31391495,1.26349670555556,813.434640326667,75.4833333333333,97.1471180333333,807.84,46.53,0,244.8,498.405625
2012-09-02,7,2012,9,75.4,65.9,1017.7,9.8,3.2,11.1,22.9,80.1,62.1,0,0,421,8.41944433333334,63.32395825,0.581250166666666,815.3916668,3,9.6,3.95714285714286,15.1538123809524,1.39554530952381,813.735714257143,75.8285714285714,105.690476107143,8.83333333333333,3.49,15.9263686444444,1.23248976111111,813.485195886667,75.4,95.9845485916667,738.92,31.36,0,226.2,202.6366664
2012-09-03,1,2012,9,73.8,65.1,1019.8,10,4.5,14,22.9,79,55.4,0,0,373,7.751389,49.29375,0.438194333333333,817.1249998,3,9.8,4.21428571428571,14.1495465238095,1.36959573809524,813.854761885714,76.1,102.007440392857,8.97666666666667,3.50333333333333,15.7796788444444,1.19466568888889,813.439918106667,75.2633333333333,94.7551041416666,738,45,0,221.4,221.821875
2012-09-04,2,2012,9,72.6,68.4,1016.8,8.8,4.7,15.9,22.9,79,60.8,0.02,0,606,14.961111,70.43541675,0.370138833333333,812.799999999999,3,9.77142857142857,4.02857142857143,14.4303004285714,1.32325711904762,814.3035714,75.3428571428571,92.0959820714286,9.07666666666667,3.45666666666667,16.0212992111111,1.18887865,813.350195893333,75.08,93.84527775,638.88,41.36,1.452,217.8,331.046458725
2012-09-05,3,2012,9,75.2,71.5,1009.7,6.7,5.4,16.9,22.9,80.1,71.1,0.13,0,601,16.4634503333333,126.21041675,1.087004,808.072619,3,9.3,4.12857142857143,14.9366436666667,1.363322,813.629421714286,75.6142857142857,93.3550595,9.00333333333333,3.45333333333333,16.1808447722222,1.19056350833333,813.180293293333,75.01,93.1035069166666,503.84,36.18,9.776,225.6,681.53625045
2012-09-06,4,2012,9,73.2,65.3,1011.3,9.7,2.3,12,22.9,79,62.6,0.59,0,572,28.4227776666667,80.63437525,1.66534083333333,810.1833334,3,9.25714285714286,4.1,15.8329531904762,1.36908497619048,812.8865646,75.7857142857143,87.6758928928571,8.99333333333333,3.49,16.5545206944444,1.21031960277778,813.07687542,74.9433333333333,93.3831249833333,710.04,22.31,43.188,219.6,185.459063075
2012-09-07,5,2012,9,77,67.8,1012.2,8.7,2.7,8,22.9,86,64.4,0,0,680,25.5430556666667,88.47083325,1.76944433333333,810.4166668,3,9.08571428571429,3.92857142857143,16.1406913333333,1.1072794047619,812.486564628571,75.5428571428571,83.4875000357143,8.99,3.54333333333333,16.7391642166667,1.22044691388889,813.007986533333,74.9166666666667,93.752187475,669.9,23.49,0,231,238.871249775
2012-09-08,6,2012,9,75.3,69.6,1007.5,8.8,5.8,15.9,28.9,81,69.1,0,1,598,10.3944443333333,109.719067,0.4819445,806.4333332,3,8.92857142857143,4.08571428571429,15.9936674761905,0.913331,811.488945571428,74.6428571428571,84.0125453214285,8.97333333333333,3.66,16.6107151444444,1.19288078055556,812.84842304,74.82,94.422093875,662.64,51.04,0,225.9,636.3705886
2012-09-09,7,2012,9,68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,0,464,8.78472233333333,139.8916665,0.722916666666667,808.933333400001,3,8.88571428571428,4.05714285714286,16.045850047619,0.933569071428571,810.566326514286,73.6428571428571,94.9507893571428,9.03666666666667,3.58,16.5006225555556,1.20413077777778,812.8684988,74.59,96.1474410916666,649.8,28.5,2.736,205.2,419.6749995
2012-09-10,1,2012,9,65.4,49.1,1014.3,10,5.7,20,26,71.1,55.4,0.16,0,637,10.3788043333333,155.62604175,0.95125,813.6333334,3,8.88571428571428,4.22857142857143,16.4211950952381,1.00686273809524,810.067517028571,72.4428571428572,110.14111675,9.11,3.54,16.4263512222222,1.21170716944444,813.014609913333,74.18,98.3044897083333,654,57,10.464,196.2,887.068437975
